1,10.369565,5.847826,,,
1,9.857142,6.071429,,,
1,8.382353,7.147059,,,
1,7.5,7.5,,,
1,7.4,8.45,,,
1,7.016129,8.241936,,,
1,6.875,8.6875,,,
1,7.177419,9.241936,,,
1,6.75,10.1,,,
1,6.7777777,10.055555,,,
1,6.763158,10.342105,,,
1,6.6578946,10.552631,,,
1,6.5526314,10.657895,,,
1,6.3235292,11.441176,,,
1,6.2222223,11.777778,,,
1,6.0185184,12.277778,,,
1,5.617647,12.617647,,,
1,5.4444447,12.666667,,,
1,5.1,13.3,,,
1,5.3125,13.3125,,,
1,5.3235292,13.441176,,,
1,5.25,13.75,,,
1,4.9117646,13.970589,,,
1,5.076923,14.269231,,,
1,5.02,14.1,,,
1,4.75,14.5,,,
1,4.617647,14.8529415,,,
1,4.366667,15.033334,,,
1,4.269231,15.076923,,,
1,4.1666665,15.433333,,,
1,3.5,16.25,,,
1,3.3888888,16.5,,,
1,3,16.392857,,,
1,2.8333333,16.566668,,,
1,2.4333334,17.166666,,,
1,2.6333334,17.5,,,
1,2.1666667,18.033333,,,
1,1.9666667,17.966667,,,
6,27.125,19.5,,,
6,26.777779,18.61111,,,
6,27.382353,18.147058,,,
6,27.617647,17.67647,,,
6,27.833334,17.433332,,,
6,27.821428,17.535715,,,
6,28.25,16.8125,,,
6,28.464285,17.428572,,,
6,27.9375,16.9375,,,
6,27.633333,16.5,,,
6,27.5,16.125,,,
6,27.555555,16.38889,,,
6,27.447369,16.657894,,,
6,28.088236,16.147058,,,
6,28.11111,15.833333,,,
6,28.603449,16.086206,,,
6,28.222221,15.666667,,,
6,28.441177,15.617647,,,
6,29.147058,15.735294,,,
6,29.264706,16.32353,,,
6,29.264706,16.32353,,,
6,28.911764,16.029411,,,
6,28.25,16.875,,,
6,28.733334,17.366667,,,
6,27.666666,17.066668,,,
6,27.441177,16.735294,,,
6,27.25,16.875,,,
6,27.147058,16.735294,,,
6,26.884615,16.423077,,,
6,27,16.1875,,,
6,26.911764,16.029411,,,
6,26.67647,15.794118,,,
6,26.5,16.462963,,,
6,26.147058,15.735294,,,
6,25.088236,16.147058,,,
6,24.777779,15.944445,,,
6,24,16,,,
6,23.222221,16.277779,,,
6,23.033333,16.366667,,,
6,22.911764,16.029411,,,
6,22.571428,16.178572,,,
6,21.911764,16.029411,,,
6,21.264706,15.676471,,,
6,21.125,15.5625,,,
6,20.685184,15.425926,,,
6,14.465517,21.844828,,,
6,16.1,21.566668,,,
7,95.55556,22.222221,,,
7,95.60526,21.973684,,,
7,95.81579,22.236841,,,
7,95.888885,22.166666,,,
7,95.81579,21.973684,,,
7,95.629036,21.532259,,,
7,95.833336,21.666666,,,
7,95.76667,21.233334,,,
7,96,21.5,,,
7,96,21.5,,,
7,95.92105,21.342106,,,
7,96,21.3,,,
7,96,21.3,,,
7,96,21.3,,,
7,96.05556,21.11111,,,
7,96.26667,21.233334,,,
7,96.05556,21.11111,,,
7,96.3421,21.18421,,,
7,96.5,21.5,,,
7,96.44444,21.333334,,,
7,96.45238,21.738094,,,
7,96.72222,21.833334,,,
7,96.72222,21.833334,,,
7,96.42857,21.357143,,,
7,96.39655,21.224138,,,
7,96.72222,21.833334,,,
7,96.72222,21.833334,,,
7,96.72222,21.833334,,,
7,96.4,21.6,,,
7,96.72222,21.833334,,,
7,96.6579,21.921053,,,
7,96.72222,21.833334,,,
7,96.33871,21.82258,,,
7,96.6579,21.921053,,,
7,96.39474,21.868422,,,
7,96.333336,21.944445,,,
7,96.5,21.944445,,,
7,96.166664,22,,,
7,96.39474,21.868422,,,
7,96.5625,22.1875,,,
7,96.375,21.75,,,
7,96.20588,21.970589,,,
7,96.81579,22.236841,,,
7,96.111115,21.833334,,,
7,96.40323,22.048388,,,
7,95.86364,21.863636,,,
7,95.72222,22.5,,,
7,95.92105,22.81579,,,
7,95.888885,23.166666,,,
7,95.81579,23.236841,,,
7,95.92105,23.342106,,,
7,95.55,22.9,,,
7,95.85,23.4,,,
7,95.72222,23.222221,,,
7,95.81579,22.973684,,,
7,95.67647,23.32353,,,
7,95.75,24.25,,,
7,95.75,24.25,,,
7,95.73529,24.67647,,,
7,95.73529,24.67647,,,
7,95.888885,25.166666,,,
7,95.888885,25.166666,,,
7,95.888885,25.166666,,,
7,95.888885,25.166666,,,
7,95.888885,25.166666,,,
